"","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","dest","air_time","distance","hour","minute"
"26590",4,15,534,-1,850,-17,"UA","N67812",1202,"DEN",118,991,5,34
"26591",4,15,548,-2,1135,-20,"UA","N455UA",655,"IAH",208,1825,5,48
"26592",4,15,550,-10,1120,-20,"AA","N4WPAA",1650,"DFW",191,1616,5,50
"26593",4,15,552,-8,827,-18,"DL","N6711M",1831,"SLC",77,630,5,52
"26594",4,15,554,-6,734,-9,"AS","N786AS",406,"SJC",85,569,5,54
"26595",4,15,557,-3,736,-9,"UA","N844UA",392,"SFO",81,550,5,57
"26596",4,15,557,-3,752,-13,"WN","N475WN",2519,"LAS",103,763,5,57
"26597",4,15,601,1,915,-20,"WN","N210WN",2341,"DEN",118,991,6,1
"26598",4,15,602,-8,1137,-33,"UA","N438UA",432,"ORD",199,1739,6,2
"26599",4,15,606,-4,749,-6,"WN","N730SW",1015,"SJC",86,569,6,6
"26600",4,15,619,-1,1200,-25,"WN","N8317M",2163,"MDW",208,1751,6,19
"26601",4,15,621,-9,823,-16,"OO","N217AG",3456,"BUR",108,817,6,21
"26602",4,15,624,-6,901,1,"OO","N689CA",4692,"LAX",117,834,6,24
"26603",4,15,628,-2,843,-6,"AS","N767AS",558,"LAX",113,834,6,28
"26604",4,15,638,-2,852,-12,"AS","N305AS",576,"SAN",118,933,6,38
"26605",4,15,639,-6,844,-18,"OO","N224AG",3460,"ONT",113,838,6,39
"26606",4,15,639,-11,1226,-19,"AA","N3EAAA",2218,"ORD",203,1739,6,39
"26607",4,15,641,11,1418,19,"DL","N3758Y",1156,"ATL",252,2172,6,41
"26608",4,15,643,-2,913,-7,"WN","N637SW",1927,"PHX",129,1009,6,43
"26609",4,15,647,-3,1156,-8,"DL","N694DL",2090,"MSP",166,1426,6,47
"26610",4,15,649,-1,926,-14,"WN","N398SW",476,"SLC",80,630,6,49
"26611",4,15,650,-15,928,4,"AS","N618AS",582,"SNA",121,859,6,50
"26612",4,15,651,-9,1014,-13,"F9","N202FR",358,"DEN",120,991,6,51
"26613",4,15,654,-6,908,-10,"B6","N709JB",1121,"LGB",112,846,6,54
"26614",4,15,655,0,1034,-6,"WN","N345SA",1006,"ABQ",135,1111,6,55
"26615",4,15,655,-5,832,-13,"VX","N624VA",84,"SFO",79,550,6,55
"26616",4,15,656,-4,925,-40,"AS","N535AS",833,"HNL",305,2603,6,56
"26617",4,15,701,-4,823,-12,"WN","N401WN",3142,"SMF",66,479,7,1
"26618",4,15,704,-6,920,7,"AS","N615AS",626,"LAS",105,763,7,4
"26619",4,15,706,-4,930,-12,"AS","N532AS",644,"PHX",126,1009,7,6
"26620",4,15,721,-8,819,-4,"OO","N234SW",5379,"SEA",39,129,7,21
"26621",4,15,739,-6,939,-15,"OO","N216AG",3486,"BOI",48,344,7,39
"26622",4,15,742,-3,913,-23,"UA","N68817",1462,"SFO",78,550,7,42
"26623",4,15,751,-3,1527,-19,"UA","N556UA",250,"IAD",262,2327,7,51
"26624",4,15,811,-4,1619,-15,"US","N675AW",669,"PHL",282,2406,8,11
"26625",4,15,815,5,1324,-11,"WN","N354SW",381,"MCI",173,1482,8,15
"26626",4,15,820,-10,903,-16,"OO","N223AG",3473,"SEA",32,129,8,20
"26627",4,15,822,22,1049,34,"AS","N519AS",568,"LAX",108,834,8,22
"26628",4,15,827,-3,955,-20,"WN","N773SA",497,"OAK",75,543,8,27
"26629",4,15,828,48,1002,33,"AS","N760AS",244,"SFO",80,550,8,28
"26630",4,15,836,-8,1417,-28,"UA","N852UA",722,"ORD",192,1739,8,36
"26631",4,15,839,-6,1058,-15,"US","N669AW",656,"PHX",124,1009,8,39
"26632",4,15,846,166,1713,169,"UA","N827UA",281,"EWR",287,2434,8,46
"26633",4,15,855,-5,958,4,"OO","N237SW",5428,"SEA",44,129,8,55
"26634",4,15,858,-2,1617,-12,"DL","N3766",2464,"ATL",241,2172,8,58
"26635",4,15,904,-11,1133,-32,"OO","N219AG",3466,"TUS",138,1119,9,4
"26636",4,15,924,-6,1157,-6,"AS","N788AS",640,"PHX",130,1009,9,24
"26637",4,15,929,-6,1721,-19,"AS","N560AS",764,"DCA",270,2350,9,29
"26638",4,15,947,-11,1136,-14,"UA","N816UA",699,"SFO",81,550,9,47
"26639",4,15,1002,-3,1734,-16,"AS","N402AS",752,"ATL",248,2172,10,2
"26640",4,15,1006,6,1318,-12,"WN","N915WN",761,"DEN",116,991,10,6
"26641",4,15,1013,-2,1235,-40,"HA","N390HA",25,"HNL",306,2603,10,13
"26642",4,15,1018,3,1538,-26,"AS","N403AS",654,"DFW",185,1616,10,18
"26643",4,15,1024,-1,1308,3,"DL","N361NB",2189,"SLC",78,630,10,24
"26644",4,15,1026,-4,1603,-27,"AS","N626AS",686,"ORD",201,1739,10,26
"26645",4,15,1036,-6,1400,-18,"OO","N652BR",5576,"DEN",120,991,10,36
"26646",4,15,1043,-7,1314,-3,"OO","N748SK",6518,"LAX",110,834,10,43
"26647",4,15,1049,-6,1150,1,"OO","N234SW",5397,"SEA",42,129,10,49
"26648",4,15,1050,-5,1304,-6,"AS","N786AS",564,"LAX",108,834,10,50
"26649",4,15,1054,4,1250,-5,"WN","N939WN",4016,"LAS",99,763,10,54
"26650",4,15,1055,95,1915,94,"AS","N549AS",30,"BOS",294,2537,10,55
"26651",4,15,1100,5,1211,-4,"WN","N930WN",1617,"RNO",58,444,11,0
"26652",4,15,1107,-3,1241,-9,"WN","N427WN",1249,"SJC",81,569,11,7
"26653",4,15,1113,2,1255,-8,"OO","N984CA",5197,"SFO",83,550,11,13
"26654",4,15,1120,0,1335,-10,"OO","N633SK",4698,"LAX",112,834,11,20
"26655",4,15,1125,-5,1340,-9,"AS","N513AS",572,"SAN",118,933,11,25
"26656",4,15,1126,-4,1259,-11,"WN","N489WN",2587,"OAK",79,543,11,26
"26657",4,15,1136,16,1252,7,"WN","N927WN",3383,"SMF",63,479,11,36
"26658",4,15,1138,-2,1316,-9,"VX","N522VA",817,"SFO",87,550,11,38
"26659",4,15,1146,1,1840,-11,"DL","N807DN",2555,"DTW",214,1953,11,46
"26660",4,15,1147,7,1505,1,"F9","N220FR",786,"DEN",119,991,11,47
"26661",4,15,1151,1,1414,-28,"AS","N588AS",809,"OGG",307,2562,11,51
"26662",4,15,1153,-7,2003,-8,"DL","N712TW",1075,"JFK",271,2454,11,53
"26663",4,15,1155,120,1433,118,"AS","N528AS",131,"ANC",202,1542,11,55
"26664",4,15,1158,-8,1244,-5,"OO","N237SW",5325,"RDM",29,116,11,58
"26665",4,15,1204,-6,1403,-12,"OO","N217AG",3454,"BUR",104,817,12,4
"26666",4,15,1211,0,1253,3,"OO","N578SW",5411,"EUG",29,106,12,11
"26667",4,15,1211,20,1748,-4,"UA","N28457",1175,"IAH",201,1825,12,11
"26668",4,15,1223,13,1745,-5,"AA","N546AA",1568,"DFW",182,1616,12,23
"26669",4,15,1226,-5,1407,-13,"UA","N489UA",353,"SFO",86,550,12,26
"26670",4,15,1230,0,1412,-8,"AS","N613AS",388,"SFO",80,550,12,30
"26671",4,15,1240,75,1455,58,"US","N813AW",634,"PHX",120,1009,12,40
"26672",4,15,1244,-6,1747,-17,"DL","N957DN",2164,"MSP",164,1426,12,44
"26673",4,15,1257,-3,1451,-14,"WN","N8617E",579,"LAS",101,763,12,57
"26674",4,15,1305,5,1503,-1,"AS","N615AS",622,"LAS",103,763,13,5
"26675",4,15,1308,-7,1921,1,"AA","N3KNAA",115,"ORD",226,1739,13,8
"26676",4,15,1309,9,1442,7,"WN","N710SW",980,"OAK",77,543,13,9
"26677",4,15,1310,-5,1511,-23,"B6","N709JB",1521,"LGB",108,846,13,10
"26678",4,15,1315,-5,1556,-7,"DL","N3731T",642,"SLC",78,630,13,15
"26679",4,15,1333,11,1522,12,"UA","N442UA",367,"SFO",84,550,13,33
"26680",4,15,1342,22,2058,9,"DL","N815DN",773,"ATL",234,2172,13,42
"26681",4,15,1401,-4,1618,-2,"AS","N532AS",570,"LAX",115,834,14,1
"26682",4,15,1409,24,1628,8,"WN","N937WN",532,"PHX",125,1009,14,9
"26683",4,15,1413,-6,1950,-25,"UA","N594UA",464,"ORD",197,1739,14,13
"26684",4,15,1425,-5,1515,-6,"OO","N578SW",5423,"SEA",38,129,14,25
"26685",4,15,1431,21,2026,16,"WN","N777QC",858,"MDW",211,1751,14,31
"26686",4,15,1444,29,1601,21,"WN","N353SW",274,"SMF",65,479,14,44
"26687",4,15,1453,1,1708,-5,"OO","N630SK",4761,"LAX",110,834,14,53
"26688",4,15,1459,-6,1711,-9,"AS","N795AS",588,"PSP",115,873,14,59
"26689",4,15,1459,-1,2000,-14,"DL","N937DN",2430,"MSP",161,1426,14,59
"26690",4,15,1508,-2,1730,-11,"US","N657AW",494,"PHX",129,1009,15,8
"26691",4,15,1512,2,1820,-18,"UA","N37252",1072,"DEN",114,991,15,12
"26692",4,15,1535,5,2108,-7,"AA","N439AA",157,"DFW",184,1616,15,35
"26693",4,15,1537,-13,1758,-9,"AS","N516AS",584,"SNA",117,859,15,37
"26694",4,15,1540,-5,1900,-10,"F9","N906FR",792,"DEN",119,991,15,40
"26695",4,15,1545,-5,1730,-10,"OO","N939SW",5212,"SFO",81,550,15,45
"26696",4,15,1555,40,1907,27,"WN","N247WN",466,"DEN",117,991,15,55
"26697",4,15,1601,-8,1652,-8,"OO","N221SW",5404,"SEA",38,129,16,1
"26698",4,15,1615,-10,1815,-20,"OO","N219AG",3494,"SBA",103,784,16,15
"26699",4,15,1624,-6,1758,-8,"AS","N622AS",402,"SJC",84,569,16,24
"26700",4,15,1630,15,1912,12,"WN","N230WN",3484,"SLC",91,630,16,30
"26701",4,15,1636,-5,1916,-6,"DL","N802DN",1194,"SLC",86,630,16,36
"26702",4,15,1652,17,1829,19,"WN","N224WN",522,"OAK",83,543,16,52
"26703",4,15,1653,33,1825,20,"WN","N359SW",344,"SJC",82,569,16,53
"26704",4,15,1725,-4,1815,-5,"OO","N234SW",5417,"SEA",40,129,17,25
"26705",4,15,1735,0,1951,-8,"AS","N788AS",562,"LAX",116,834,17,35
"26706",4,15,1738,-12,2018,4,"OO","N633SK",4792,"LAX",116,834,17,38
"26707",4,15,1739,-6,1939,-12,"OO","N217AG",3488,"BUR",106,817,17,39
"26708",4,15,1752,12,1953,8,"WN","N412WN",1016,"LAS",104,763,17,52
"26709",4,15,1753,-8,1934,-17,"OO","N953SW",5553,"SFO",83,550,17,53
"26710",4,15,1753,-7,2015,-15,"US","N631AW",577,"PHX",127,1009,17,53
"26711",4,15,1801,-9,1938,-17,"VX","N523VA",948,"SFO",84,550,18,1
"26712",4,15,1831,-4,2104,-24,"AS","N597AS",863,"OGG",315,2562,18,31
"26713",4,15,1834,4,2009,-6,"WN","N204WN",1890,"OAK",81,543,18,34
"26714",4,15,1847,7,2009,4,"WN","N684WN",758,"SMF",65,479,18,47
"26715",4,15,1848,-7,2052,-2,"AS","N513AS",620,"LAS",103,763,18,48
"26716",4,15,1857,-8,2038,-22,"AS","N615AS",386,"SFO",85,550,18,57
"26717",4,15,1904,-6,2117,-23,"OO","N986SW",6250,"LAX",113,834,19,4
"26718",4,15,1907,-7,2008,3,"OO","N578SW",5305,"SEA",40,129,19,7
"26719",4,15,1912,667,28,643,"AA","N565AA",1220,"DFW",184,1616,19,12
"26720",4,15,1934,-11,2114,-19,"UA","N76508",1297,"SFO",83,550,19,34
"26721",4,15,1950,0,2227,-11,"AS","N568AS",137,"ANC",206,1542,19,50
"26722",4,15,1950,-5,2135,5,"AS","N512AS",404,"SJC",82,569,19,50
"26723",4,15,2001,-1,2047,6,"OO","N234SW",5403,"EUG",30,106,20,1
"26724",4,15,2001,-4,2223,-22,"WN","N600WN",380,"PHX",127,1009,20,1
"26725",4,15,2011,-4,2214,-12,"OO","N225AG",3464,"ONT",109,838,20,11
"26726",4,15,2011,-4,2141,-24,"WN","N7741C",130,"OAK",79,543,20,11
"26727",4,15,2045,-5,2258,-14,"AS","N563AS",598,"SAN",121,933,20,45
"26728",4,15,2049,-6,2302,-16,"AS","N534AS",566,"LAX",111,834,20,49
"26729",4,15,2051,50,2130,50,"OO","N586SW",5465,"RDM",29,116,20,51
"26730",4,15,2115,0,2252,-3,"WN","N472WN",2080,"SJC",83,569,21,15
"26731",4,15,2116,21,2232,7,"WN","N735SA",32,"SMF",65,479,21,16
"26732",4,15,2212,-8,2258,-1,"OO","N234SW",5440,"RDM",30,116,22,12
"26733",4,15,2232,-3,113,-8,"AS","N419AS",143,"ANC",210,1542,22,32
"26734",4,15,2237,11,2307,2,"OO","N578SW",5353,"EUG",23,106,22,37
"26735",4,15,2245,15,2345,7,"OO","N586SW",5437,"LMT",51,241,22,45
"26736",4,15,2309,-6,447,-17,"UA","N808UA",700,"ORD",200,1739,23,9
"26737",4,15,2326,151,721,135,"B6","N605JB",1206,"JFK",279,2454,23,26
"26738",4,16,515,-5,735,-15,"US","N534UW",649,"PHX",119,1009,5,15
"26739",4,16,525,-10,840,-27,"UA","N73445",1202,"DEN",115,991,5,25
"26740",4,16,545,-5,1142,-13,"UA","N476UA",655,"IAH",210,1825,5,45
"26741",4,16,551,-9,1351,-33,"UA","N448UA",736,"EWR",287,2434,5,51
"26742",4,16,553,-7,827,-18,"DL","N644DL",1831,"SLC",73,630,5,53
"26743",4,16,554,-6,1121,-19,"AA","N4WNAA",1650,"DFW",183,1616,5,54
"26744",4,16,554,-6,740,-3,"AS","N703AS",406,"SJC",79,569,5,54
"26745",4,16,558,-2,925,-2,"F9","N931FR",796,"DEN",123,991,5,58
"26746",4,16,558,-2,751,-14,"WN","N266WN",2519,"LAS",96,763,5,58
"26747",4,16,600,-5,736,-14,"UA","N442UA",392,"SFO",76,550,6,0
"26748",4,16,602,2,921,-14,"WN","N968WN",2341,"DEN",119,991,6,2
"26749",4,16,608,-2,744,-11,"WN","N227WN",1015,"SJC",82,569,6,8
"26750",4,16,611,1,1204,-8,"UA","N76508",1566,"ORD",204,1739,6,11
"26751",4,16,621,-9,823,-16,"OO","N216AG",3456,"BUR",100,817,6,21
"26752",4,16,622,2,1213,-12,"WN","N8613K",2163,"MDW",215,1751,6,22
"26753",4,16,624,-6,845,-15,"OO","N820SK",4692,"LAX",110,834,6,24
"26754",4,16,626,-4,849,0,"AS","N407AS",558,"LAX",109,834,6,26
"26755",4,16,626,-4,1341,-18,"DL","N3766",1156,"ATL",242,2172,6,26
"26756",4,16,637,-8,850,-12,"OO","N217AG",3460,"ONT",106,838,6,37
"26757",4,16,642,2,857,-7,"AS","N403AS",576,"SAN",116,933,6,42
"26758",4,16,644,-1,906,-14,"WN","N355SW",1927,"PHX",125,1009,6,44
"26759",4,16,644,-6,1236,-9,"AA","N3AGAA",2218,"ORD",206,1739,6,44
"26760",4,16,644,-6,1149,-15,"DL","N6714Q",2090,"MSP",160,1426,6,44
"26761",4,16,646,-4,925,-15,"WN","N418WN",476,"SLC",77,630,6,46
"26762",4,16,651,-9,828,-17,"VX","N839VA",84,"SFO",79,550,6,51
"26763",4,16,653,-12,914,-10,"AS","N622AS",582,"SNA",118,859,6,53
"26764",4,16,654,-1,1031,-9,"WN","N694SW",1006,"ABQ",134,1111,6,54
"26765",4,16,654,-6,900,-18,"B6","N612JB",1121,"LGB",105,846,6,54
"26766",4,16,654,-6,1456,-14,"DL","N378DA",400,"JFK",278,2454,6,54
"26767",4,16,658,-12,901,-12,"AS","N626AS",626,"LAS",100,763,6,58
"26768",4,16,659,-11,928,-14,"AS","N568AS",644,"PHX",125,1009,6,59
"26769",4,16,659,-1,933,-32,"AS","N535AS",833,"HNL",316,2603,6,59
"26770",4,16,724,-5,824,1,"OO","N234SW",5379,"SEA",46,129,7,24
"26771",4,16,726,21,841,6,"WN","N479WN",3142,"SMF",63,479,7,26
"26772",4,16,732,-13,939,-15,"OO","N224AG",3486,"BOI",46,344,7,32
"26773",4,16,736,-4,918,-11,"AS","N760AS",244,"SFO",87,550,7,36
"26774",4,16,738,-7,907,-28,"UA","N435UA",302,"SFO",75,550,7,38
"26775",4,16,743,-11,1522,-24,"UA","N574UA",250,"IAD",263,2327,7,43
"26776",4,16,757,-3,1004,-11,"AS","N419AS",568,"LAX",106,834,7,57
"26777",4,16,801,-4,1333,-12,"AA","N4WJAA",1220,"DFW",185,1616,8,1
"26778",4,16,806,-9,1603,-31,"US","N676AW",669,"PHL",277,2406,8,6
"26779",4,16,819,9,1332,-3,"WN","N359SW",381,"MCI",178,1482,8,19
"26780",4,16,820,-10,909,-10,"OO","N218AG",3473,"SEA",35,129,8,20
"26781",4,16,829,-15,1356,-49,"UA","N842UA",722,"ORD",191,1739,8,29
"26782",4,16,832,2,1004,-11,"WN","N735SA",497,"OAK",79,543,8,32
"26783",4,16,840,-5,1050,-23,"US","N662AW",440,"PHX",117,1009,8,40
"26784",4,16,853,-7,1611,-18,"DL","N377DA",2464,"ATL",238,2172,8,53
"26785",4,16,857,-3,1001,7,"OO","N578SW",5428,"SEA",43,129,8,57
"26786",4,16,908,-7,1133,-32,"OO","N225AG",3466,"TUS",130,1119,9,8
"26787",4,16,914,-6,1717,-24,"AS","N553AS",30,"BOS",283,2537,9,14
"26788",4,16,928,-7,1713,-27,"AS","N581AS",764,"DCA",270,2350,9,28
"26789",4,16,931,1,1153,-10,"AS","N767AS",640,"PHX",124,1009,9,31
"26790",4,16,950,-5,1241,6,"AS","N796AS",131,"ANC",210,1542,9,50
"26791",4,16,955,-3,1134,-16,"UA","N822UA",699,"SFO",81,550,9,55
"26792",4,16,1003,-2,1730,-20,"AS","N453AS",752,"ATL",248,2172,10,3
"26793",4,16,1005,5,1324,-6,"WN","N7714B",761,"DEN",121,991,10,5
"26794",4,16,1007,-3,1221,-5,"AS","N619AS",580,"SNA",112,859,10,7
"26795",4,16,1010,-5,1533,-31,"AS","N435AS",654,"DFW",184,1616,10,10
"26796",4,16,1018,3,1255,-20,"HA","N389HA",25,"HNL",317,2603,10,18
"26797",4,16,1023,-7,1604,-26,"AS","N516AS",686,"ORD",204,1739,10,23
"26798",4,16,1023,-2,1253,-12,"DL","N322NB",2189,"SLC",79,630,10,23
"26799",4,16,1031,-9,1351,-13,"F9","N925FR",788,"DEN",121,991,10,31
"26800",4,16,1033,13,1304,-41,"AS","N531AS",801,"LIH",314,2631,10,33
"26801",4,16,1048,-7,1149,0,"OO","N234SW",5397,"SEA",43,129,10,48
"26802",4,16,1048,-2,1257,-20,"OO","N762SK",6518,"LAX",107,834,10,48
"26803",4,16,1051,1,1254,-1,"WN","N477WN",4016,"LAS",104,763,10,51
"26804",4,16,1052,-3,1211,-4,"WN","N218WN",1617,"RNO",63,444,10,52
"26805",4,16,1100,5,1311,1,"AS","N703AS",564,"LAX",108,834,11,0
"26806",4,16,1109,-2,1252,-11,"OO","N960SW",5197,"SFO",82,550,11,9
"26807",4,16,1112,2,1242,-8,"WN","N204WN",1249,"SJC",81,569,11,12
"26808",4,16,1119,47,1442,34,"OO","N954SW",5576,"DEN",122,991,11,19
"26809",4,16,1122,2,1331,-14,"OO","N608SK",4698,"LAX",107,834,11,22
"26810",4,16,1126,-3,1821,-14,"DL","N3763D",2555,"DTW",218,1953,11,26
"26811",4,16,1129,-1,1258,-12,"WN","N448WN",2587,"OAK",75,543,11,29
"26812",4,16,1130,0,1343,-6,"AS","N536AS",572,"SAN",119,933,11,30
"26813",4,16,1137,-3,1311,-14,"VX","N523VA",817,"SFO",82,550,11,37
"26814",4,16,1140,15,1355,-2,"US","N835AW",634,"PHX",121,1009,11,40
"26815",4,16,1144,24,1300,15,"WN","N464WN",3383,"SMF",64,479,11,44
"26816",4,16,1145,-5,1418,-24,"AS","N597AS",809,"OGG",312,2562,11,45
"26817",4,16,1153,2,1735,-17,"UA","N71411",1175,"IAH",203,1825,11,53
"26818",4,16,1157,-3,2003,-8,"DL","N624AG",541,"JFK",281,2454,11,57
"26819",4,16,1200,-6,1240,-9,"OO","N578SW",5325,"RDM",29,116,12,0
"26820",4,16,1204,-6,1401,-14,"OO","N216AG",3454,"BUR",104,817,12,4
"26821",4,16,1206,-5,1240,-10,"OO","N586SW",5411,"EUG",25,106,12,6
"26822",4,16,1216,6,1800,10,"AA","N4YRAA",1568,"DFW",195,1616,12,16
"26823",4,16,1222,-8,1407,-13,"AS","N609AS",388,"SFO",79,550,12,22
"26824",4,16,1244,13,1418,-2,"UA","N485UA",353,"SFO",80,550,12,44
"26825",4,16,1244,-6,1753,-11,"DL","N926DH",2164,"MSP",173,1426,12,44
"26826",4,16,1251,-9,1444,-20,"AS","N626AS",622,"LAS",102,763,12,51
"26827",4,16,1257,-3,1432,-3,"WN","N385SW",980,"OAK",81,543,12,57
"26828",4,16,1300,0,1454,-11,"WN","N8325D",579,"LAS",100,763,13,0
"26829",4,16,1313,-7,1543,-20,"DL","N393DA",642,"SLC",79,630,13,13
"26830",4,16,1318,-2,2042,-7,"DL","N818DA",773,"ATL",244,2172,13,18
"26831",4,16,1324,9,1530,-4,"B6","N612JB",1521,"LGB",112,846,13,24
"26832",4,16,1329,7,1507,-3,"UA","N816UA",367,"SFO",81,550,13,29
"26833",4,16,1346,31,1933,13,"AA","N3HBAA",115,"ORD",204,1739,13,46
"26834",4,16,1357,12,1613,-7,"WN","N778SW",532,"PHX",123,1009,13,57
"26835",4,16,1416,11,1634,14,"AS","N568AS",570,"LAX",118,834,14,16
"26836",4,16,1419,9,2009,-1,"WN","N241WN",858,"MDW",218,1751,14,19
"26837",4,16,1426,-4,1522,1,"OO","N586SW",5423,"SEA",43,129,14,26
"26838",4,16,1436,21,1556,16,"WN","N373SW",274,"SMF",67,479,14,36
"26839",4,16,1444,-1,1806,-4,"F9","N910FR",234,"DEN",123,991,14,44
"26840",4,16,1447,-5,1717,4,"OO","N633SK",4761,"LAX",112,834,14,47
"26841",4,16,1450,-10,1957,-17,"DL","N948DN",2430,"MSP",170,1426,14,50
"26842",4,16,1500,-5,1705,-15,"AS","N791AS",588,"PSP",113,873,15,0
"26843",4,16,1503,-7,1815,-23,"UA","N87512",1072,"DEN",116,991,15,3
"26844",4,16,1506,-4,1721,-20,"US","N669AW",494,"PHX",120,1009,15,6
"26845",4,16,1515,56,2052,37,"UA","N524UA",464,"ORD",194,1739,15,15
"26846",4,16,1525,-5,2118,3,"AA","N545AA",157,"DFW",191,1616,15,25
"26847",4,16,1540,-10,1757,-10,"AS","N611AS",584,"SNA",122,859,15,40
"26848",4,16,1547,-3,1732,-8,"OO","N916SW",5212,"SFO",85,550,15,47
"26849",4,16,1604,-5,1656,-4,"OO","N568SW",5404,"SEA",41,129,16,4
"26850",4,16,1622,-8,1805,-1,"AS","N619AS",402,"SJC",85,569,16,22
"26851",4,16,1625,0,1821,-14,"OO","N217AG",3494,"SBA",102,784,16,25
"26852",4,16,1636,16,1813,8,"WN","N346SW",344,"SJC",85,569,16,36
"26853",4,16,1640,-1,1919,-3,"DL","N817DN",1194,"SLC",84,630,16,40
"26854",4,16,1643,28,1927,27,"WN","N961WN",3484,"SLC",89,630,16,43
"26855",4,16,1710,115,2020,100,"WN","N281WN",466,"DEN",117,991,17,10
"26856",4,16,1710,35,1843,33,"WN","N356SW",522,"OAK",80,543,17,10
"26857",4,16,1723,-6,1818,-2,"OO","N586SW",5417,"SEA",42,129,17,23
"26858",4,16,1729,-6,1948,-11,"AS","N767AS",562,"LAX",117,834,17,29
"26859",4,16,1739,-6,1940,-11,"OO","N216AG",3488,"BUR",108,817,17,39
"26860",4,16,1747,-3,2002,-12,"OO","N608SK",4792,"LAX",117,834,17,47
"26861",4,16,1748,-12,2006,-24,"US","N633AW",577,"PHX",120,1009,17,48
"26862",4,16,1750,10,1944,-1,"WN","N285WN",1016,"LAS",100,763,17,50
"26863",4,16,1755,-6,1939,-12,"OO","N412SW",5553,"SFO",88,550,17,55
"26864",4,16,1758,-12,1940,-15,"VX","N530VA",948,"SFO",85,550,17,58
"26865",4,16,1816,-11,2049,-21,"DL","N355NW",952,"SLC",77,630,18,16
"26866",4,16,1825,-10,2100,-28,"AS","N585AS",863,"OGG",313,2562,18,25
"26867",4,16,1844,4,2008,3,"WN","N436WN",758,"SMF",69,479,18,44
"26868",4,16,1847,17,2018,3,"WN","N738CB",1890,"OAK",80,543,18,47
"26869",4,16,1850,-5,2045,-9,"AS","N536AS",620,"LAS",99,763,18,50
"26870",4,16,1902,-3,2043,-17,"AS","N626AS",386,"SFO",84,550,19,2
"26871",4,16,1904,-6,2115,-25,"OO","N986CA",6250,"LAX",110,834,19,4
"26872",4,16,1908,-6,2004,-1,"OO","N568SW",5305,"SEA",39,129,19,8
"26873",4,16,1922,7,2238,0,"F9","N951FR",794,"DEN",119,991,19,22
"26874",4,16,1943,-2,2119,-13,"UA","N406UA",342,"SFO",82,550,19,43
"26875",4,16,1948,-7,2134,4,"AS","N594AS",404,"SJC",85,569,19,48
"26876",4,16,1950,0,2231,-7,"AS","N590AS",137,"ANC",200,1542,19,50
"26877",4,16,1953,-8,2029,-11,"OO","N234SW",5465,"RDM",29,116,19,53
"26878",4,16,1957,-5,2031,-10,"OO","N586SW",5403,"EUG",25,106,19,57
"26879",4,16,2004,-1,2227,-18,"WN","N379SW",380,"PHX",125,1009,20,4
"26880",4,16,2006,-9,2205,-21,"OO","N215AG",3464,"ONT",107,838,20,6
"26881",4,16,2038,23,2208,3,"WN","N464WN",130,"OAK",77,543,20,38
"26882",4,16,2040,-10,2257,-15,"AS","N516AS",598,"SAN",124,933,20,40
"26883",4,16,2052,-3,452,-14,"B6","N590JB",1206,"JFK",276,2454,20,52
"26884",4,16,2053,-2,2303,-15,"AS","N524AS",566,"LAX",113,834,20,53
"26885",4,16,2109,14,2227,2,"WN","N733SA",32,"SMF",67,479,21,9
"26886",4,16,2134,19,2312,17,"WN","N761RR",2080,"SJC",84,569,21,34
"26887",4,16,2208,-7,544,-26,"US","N118US",1930,"CLT",259,2282,22,8
"26888",4,16,2218,-17,48,-33,"AS","N433AS",143,"ANC",195,1542,22,18
"26889",4,16,2220,0,2305,6,"OO","N568SW",5440,"RDM",31,116,22,20
"26890",4,16,2224,-2,2259,-6,"OO","N586SW",5353,"EUG",27,106,22,24
"26891",4,16,2234,-11,551,-22,"DL","N3765",1824,"ATL",239,2172,22,34
"26892",4,16,2309,-6,438,-22,"UA","N564UA",700,"ORD",188,1739,23,9
"26893",4,16,2358,-1,547,-20,"UA","N804UA",472,"IAH",211,1825,23,58
"26894",4,17,48,-7,547,-22,"DL","N937DN",2200,"MSP",167,1426,0,48
"26895",4,17,518,-2,743,-7,"US","N573UW",649,"PHX",125,1009,5,18
"26896",4,17,533,-2,853,-14,"UA","N38458",1202,"DEN",118,991,5,33
"26897",4,17,544,-6,1139,-16,"UA","N459UA",655,"IAH",214,1825,5,44
"26898",4,17,553,-7,834,-11,"DL","N615DL",1831,"SLC",77,630,5,53
"26899",4,17,554,-6,742,-1,"AS","N754AS",406,"SJC",91,569,5,54
"26900",4,17,555,-5,741,-4,"UA","N835UA",392,"SFO",86,550,5,55
"26901",4,17,555,-5,915,-20,"WN","N747SA",2341,"DEN",122,991,5,55
"26902",4,17,555,-5,1129,-11,"AA","N4WPAA",1650,"DFW",187,1616,5,55
"26903",4,17,556,-4,1413,-13,"UA","N73259",1082,"EWR",294,2434,5,56
"26904",4,17,556,-4,800,-5,"WN","N407WN",2519,"LAS",109,763,5,56
"26905",4,17,558,-2,920,-7,"F9","N221FR",358,"DEN",120,991,5,58
"26906",4,17,605,-5,750,-5,"WN","N436WN",1015,"SJC",88,569,6,5
"26907",4,17,609,-1,1139,-31,"UA","N476UA",432,"ORD",197,1739,6,9
"26908",4,17,619,-1,1209,-16,"WN","N8622A",2163,"MDW",211,1751,6,19
